serial_no,slide_id,state,district,slide_name,road_location,latitude,longitude,material,movement_type,history
1472,AP/E-Siang/82P8/2022/LS48,Arunachal Pradesh,East Siang,Rengging Slide,"NH-13, towards Rengging village",28.095632,95.281371,EARTH,SLIDE,
1473,AP/E-Siang/82P8/2021/LS2,Arunachal Pradesh,East Siang,Legging Slide,Towards Legging Village (NH-13),28.097043,95.274751,DEBRIS,SLIDE,
1474,AP/E-Siang/82P8/2021/LS3,Arunachal Pradesh,East Siang,LS-3,NW of LS-2 (400 m),28.097163,95.270824,ROCK,WEDGE FAILURE,
1475,AP/E-Siang/82P8/2022/LS49,Arunachal Pradesh,East Siang,Rengging Slide,"NH-13, Rengging Slide",28.097285,95.28003,DEBRIS,SLIDE,
1476,AP/E-Siang/82P8/2021/LS4,Arunachal Pradesh,East Siang,LS-4,LS-4,28.099376,95.27268,ROCK,WEDGE FAILURE,
1477,AP/E-Siang/82P8/2021/LS6,Arunachal Pradesh,East Siang,LS-6,NH-13,28.099647,95.28567,DEBRIS,SLIDE,
1478,AP/E-Siang/82P8/2021/LS5,Arunachal Pradesh,East Siang,LS-5,Rengging Landslide,28.099657,95.287831,DEBRIS,SLIDE,
1479,AP/E-Siang/82P8/2021/LS7,Arunachal Pradesh,East Siang,LS-7,NH-13,28.099705,95.284891,DEBRIS,SLIDE,
1480,AP/E-Siang/82P8/2021/LS8,Arunachal Pradesh,East Siang,LS-8,"Rengging, NH-13",28.099858,95.282975,DEBRIS,SLIDE,
1481,AP/AW/91D8/2022/88,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 10.45 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.100244,96.448173,ROCK,SLIDE,
1482,AP/AW/91D8/2022/89,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 10.6 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.100284,96.449538,ROCK,SLIDE,
1483,AP/AW/91D8/2022/87,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 11.3 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.100914,96.449162,DEBRIS,SLIDE,
1484,AP/E-Siang/82P8/2021/LS9,Arunachal Pradesh,East Siang,"Rengging Slide, LS-9",NH-13,28.101031,95.282364,DEBRIS,SLIDE,
1485,AP/E-Siang/82P8/2021/LS10,Arunachal Pradesh,East Siang,"Rengging Slide, LS-10",NH-13,28.101692,95.271861,DEBRIS,SLIDE,
1486,AP/AW/91D8/2022/86,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 11.5 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.102005,96.448473,DEBRIS,SLIDE,
1487,AP/E-Siang/82P8/2021/LS11,Arunachal Pradesh,East Siang,LS-11,"Mebo to Jeru road, NH-513,",28.103902,95.27946,DEBRIS,SLIDE,
1488,AP/AW/91D8/2022/85,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 12 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.105572,96.447685,ROCK,SLIDE,
1489,AP/AW/91D8/2022/84,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 12.1 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.105952,96.447724,ROCK,SLIDE,
1490,AP/AW/91D8/2022/83,Arunachal Pradesh,Anjaw,From Khupa/ KVK Anjaw 12.2 kms along HMH road towards Hunli,Hunli-Metengliang-Hayuliang (HMH) road,28.106321,96.447245,DEBRIS,SLIDE,
1491,AP/E-Siang/82P8/2021/LS12,Arunachal Pradesh,East Siang,LS-12,"Towards Takilalung, NH-513",28.106358,95.268592,EARTH,SLIDE,
1492,AR/ANJ/91D12/2014/03,Arunachal Pradesh,Anjaw,3.5 km slide,HMC road,28.10714,96.54489,ROCK,FALL,2013
1493,AP/E-Siang/82P8/2021/LS13,Arunachal Pradesh,East Siang,"LS-13, towards Mebo","Romdung, NH-52",28.109161,95.269084,DEBRIS,SLIDE,
1494,AR/ANJ/93D12/2014/47,Arunachal Pradesh,Anjaw,,H.M.C. Road,28.11142,96.54528,ROCK,SLIDE,2012
1495,AP/E-Siang/82P8/2021/LS14,Arunachal Pradesh,East Siang,LS-14,"Towards Aholi from Mebo, NH- 52",28.113119,95.270938,DEBRIS,SLIDE,
1496,AP/E-Siang/82P8/2021/LS15,Arunachal Pradesh,East Siang,LS-15,NH-52,28.113846,95.273389,DEBRIS,SLIDE,
1497,AP/E-Siang/82P8/2021/LS16,Arunachal Pradesh,East Siang,LS-16,NH-52,28.114617,95.273722,DEBRIS,SLIDE,
1498,AP/E-Siang/82P8/2022/LS50,Arunachal Pradesh,East Siang,Rengging Slide,"NH-13, Rengging Slide",28.114742,95.273582,DEBRIS,SLIDE,
1499,AR/ANJ/93D12/2014/46,Arunachal Pradesh,Anjaw,,H.M.C. Road,28.11594,96.54689,ROCK,SLIDE,2012
1500,AP/E-Siang/82P8/2021/LS17,Arunachal Pradesh,East Siang,"North east of Mebo Village, LS-17",NH-52,28.117222,95.273075,DEBRIS,SLIDE,
1501,AR/ANJ/91D12/2014/07,Arunachal Pradesh,Anjaw,5.4 km HMC slide,HMC road,28.11781,96.54906,DEBRIS,FLOW,2013
1502,AR/S/82P04/2022/006,Arunachal Pradesh,East Siang,NH-13 Slide 6,NH-13,28.131694,95.136186,DEBRIS,SLIDE,
1503,AR/US/82P04/2022/026,Arunachal Pradesh,West Siang,Northwest of Rotung Slide 1,NH-13,28.133611,95.11125,DEBRIS,SLIDE,
1504,AR/S/82P04/2022/028,Arunachal Pradesh,Siang,Pangin Slide 1,NH-13,28.133611,95.11125,DEBRIS,SLIDE,
1505,AR/WS/82L16/2022/090,Arunachal Pradesh,West Siang,Pakam Slide,NH-13,28.133778,94.788,SOIL,SLIDE,
1506,AR/WSI/82L12/2021/12,Arunachal Pradesh,West Siang,Yomcha-Aalo Road Slide,Yomcha-Aalo Road,28.133963,94.611953,ROCK_CUM_DEBRIS,SLIDE,
1507,AR/WSI/82L12/2021/13,Arunachal Pradesh,West Siang,Yomcha-Aalo Road Slide,Yomcha-Aalo Road,28.134238,94.620133,ROCK_CUM_DEBRIS,SLIDE,
1508,AR/S/82P04/2022/005,Arunachal Pradesh,East Siang,NH-13 Slide 5,NH-13,28.135056,95.145444,SOIL,SLIDE,
1509,AR/WSI/82L12/2021/14,Arunachal Pradesh,West Siang,Yomcha-Aalo Road Slide,Yomcha-Aalo Road,28.137762,94.62431,ROCK_CUM_DEBRIS,TOPPLE,
1510,AP/E-Siang/82P8/2021/LS18,Arunachal Pradesh,East Siang,"North east of Mebo Village, LS-18",NH-52,28.138811,95.254821,DEBRIS,SLIDE,
1511,AP/E-Siang/82P8/2021/LS19,Arunachal Pradesh,East Siang,LS-19,NH-52,28.14005,95.266592,DEBRIS,SLIDE,
1512,AP/E-Siang/82P8/2021/LS21,Arunachal Pradesh,East Siang,LS-21,NH-52,28.140639,95.292122,ROCK,WEDGE FAILURE,
1513,AP/E-Siang/82P8/2021/LS20,Arunachal Pradesh,East Siang,LS-20,NH-52,28.140915,95.266966,ROCK,WEDGE FAILURE,
1514,AR/US/82P04/2022/089,Arunachal Pradesh,West Siang,N of Pakam Slide 1,NH-13,28.141139,94.786583,SOIL,SLIDE,
1516,AP/E-Siang/82P8/2022/LS51,Arunachal Pradesh,East Siang,Rengging Slide,"NH-13, Towards Rengging",28.141514,95.289198,DEBRIS,SLIDE,
1517,AP/E-Siang/82P8/2022/LS52,Arunachal Pradesh,East Siang,Rengging Slide,"NH-13, Rengging Slide",28.142304,95.288126,DEBRIS,SLIDE,
1518,AR/ES/82P04/2022/001,Arunachal Pradesh,East Siang,NH-13 Slide 1,NH-13,28.1425,95.239194,DEBRIS,SLIDE,
1520,AP/E-Siang/82P8/2022/LS53,Arunachal Pradesh,East Siang,"LS-53, Mebo river slide",NH-13,28.142551,95.287886,DEBRIS,SLIDE,
1521,AP/E-Siang/82P8/2022/LS54,Arunachal Pradesh,East Siang,LS-54,NH-13,28.143839,95.285971,DEBRIS,SLIDE,
1522,AR/ES/82P04/2022/002,Arunachal Pradesh,East Siang,NH-13 Slide 2,NH-13,28.145306,95.239167,ROCK,SLIDE,
1523,AR/ANJ/91D11/2014/26,Arunachal Pradesh,Anjaw,9 km Slide,HMC road,28.14531,96.54897,ROCK,SLIDE,2013
1524,AP/E-Siang/82P8/2021/LS22,Arunachal Pradesh,East Siang,LS-22,NH-13,28.145629,95.275805,DEBRIS,SLIDE,
1525,AP/E-Siang/82P8/2021/LS23,Arunachal Pradesh,East Siang,LS-23,NH-13,28.145847,95.273686,ROCK,WEDGE FAILURE,
1526,AR/ES/82P04/2022/003,Arunachal Pradesh,East Siang,NH-13 Slide 3,NH-13,28.147806,95.224833,DEBRIS,SLIDE,
1527,AP/E-Siang/82P8/2022/LS55,Arunachal Pradesh,East Siang,LS-55,NH-13,28.14787,95.279987,DEBRIS,SLIDE,
1528,AP/LDV/82P11/2022/LS56,Arunachal Pradesh,East Siang,Dambuk Slide,"NH-13, Dambuk area",28.148417,95.277964,DEBRIS,SLIDE,
1529,AP/LDV/82P11/2022/LS57,Arunachal Pradesh,East Siang,Dambuk Slide,NH-13 Dambuk,28.149568,95.277177,DEBRIS,SLIDE,
1530,AP/LDV/82P11/2022/LS58,Arunachal Pradesh,East Siang,Dambuk Slide,"NH-13, Dambuk",28.150741,95.275122,DEBRIS,SLIDE,
1531,AR/ANJ/92D12/2014/45,Arunachal Pradesh,Anjaw,Chipru slide,HMC road,28.15292,96.53858,ROCK,SLIDE,2013
1532,AR/S/82P04/2022/007,Arunachal Pradesh,East Siang,NH-13 Slide 7,NH-13,28.153028,95.218294,DEBRIS,SLIDE,
1533,AR/ES/82P04/2022/004,Arunachal Pradesh,East Siang,NH-13 Slide 4,NH-13,28.154111,95.181694,ROCK,SLIDE,
1534,AP/LDV/82P11/2022/LS59,Arunachal Pradesh,East Siang,LS-59,NH-13,28.160664,95.446755,DEBRIS,SLIDE,
1535,AP/LDV/82P11/2022/LS60,Arunachal Pradesh,East Siang,LS-60,"NH-13, Kapang Valley, near 602 mile stone",28.160853,95.446925,DEBRIS,SLIDE,
1536,AR/ANJ/92D12/2014/44,Arunachal Pradesh,Anjaw,Teapani river slide,H. M. C. Road,28.16206,96.53061,DEBRIS,TOPPLE,2013
1537,AP/LDV/82P11/2022/LS61,Arunachal Pradesh,East Siang,Roing-Dambuk Slide,"NH-13, Towards Roing- Dambuk",28.162497,95.441244,DEBRIS,SLIDE,
1538,AP/LDV/82P11/2022/LS62,Arunachal Pradesh,East Siang,LS-62,NH-13,28.16317,95.450433,DEBRIS,SLIDE,
1539,AP/LDV/82P11/2022/LS63,Arunachal Pradesh,East Siang,LS-63,"NH-13, Aohali",28.163322,95.459813,DEBRIS,SLIDE,
1540,AP/LDV/82P11/2022/LS64,Arunachal Pradesh,East Siang,LS-64,NH-13,28.163691,95.458,DEBRIS,SLIDE,
1541,AR/WS/82L16/2022/088,Arunachal Pradesh,West Siang,Aalo Slide 1,NH-13,28.16425,94.792417,DEBRIS,SLIDE,
1542,AP/LDV/82P11/2022/LS66,Arunachal Pradesh,East Siang,LS-66,"NH-13, Mebo- 50km mile stone",28.165684,95.462909,DEBRIS,SLIDE,
1543,AP/LDV/82P11/2022/LS65,Arunachal Pradesh,East Siang,LS-65,NH-13,28.165711,95.46208,DEBRIS,SLIDE,
1544,AP/LDV/82P11/2022/LS67,Arunachal Pradesh,East Siang,LS-67,NH-13,28.167982,95.431764,DEBRIS,SLIDE,
1545,AR/ES/82P04/2022/009,Arunachal Pradesh,East Siang,Pasighat-Yingkiong road Slide 2,NH-13 (Pasighat-Yingkiong road),28.169389,95.235722,DEBRIS,SLIDE,
1546,AR/ANJ/91D12/2014/06,Arunachal Pradesh,Anjaw,,HMC road,28.16939,96.52578,ROCK,SLIDE,2013
1547,AR/ES/82P04/2022/010,Arunachal Pradesh,East Siang,Pasighat-Yingkiong road Slide 3,NH-513,28.169583,95.223917,ROCK,SLIDE,
1548,AR/ES/82P04/2022/008,Arunachal Pradesh,East Siang,Pasighat-Yingkiong road Slide 1,NH-13 (Pasighat-Yingkiong road),28.169611,95.240639,DEBRIS,SLIDE,
1549,AP/LDV/82P16/2022/74,Arunachal Pradesh,Lower Dibang Valley,From Roing 5.4 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.171187,95.833166,EARTH,SLIDE,
1550,AP/LDV/82P16/2022/75,Arunachal Pradesh,Lower Dibang Valley,350 m NE of slide no. 74,NH-313 (Roing-Anini road),28.173434,95.836605,EARTH,SLIDE,
1551,AR/US/82P04/2022/027,Arunachal Pradesh,West Siang,Northwest of Yembung camp Slide,NH-13,28.174806,95.025111,DEBRIS,SLIDE,
1552,AR/S/82P04/2022/029,Arunachal Pradesh,Siang,South of Jeru Slide 1,NH-13,28.174806,95.025111,DEBRIS,SLIDE,
1553,AP/DV/82P/13/2022/LS-146,Arunachal Pradesh,East Siang,Anini-Etalin slide,"Anini-Etalin road section, NH- 313",28.174973,95.469402,DEBRIS,SLIDE,
1554,AP/DV/82P/13/2022/LS-147,Arunachal Pradesh,East Siang,Anini-Etalin slide,"Anini-Etalin road section, NH- 313",28.175079,95.469602,DEBRIS,SLIDE,
1555,AR/ES/82P04/2022/011,Arunachal Pradesh,East Siang,Pasighat-Yingkiong road Slide 4,NH-513,28.175556,95.221861,ROCK,SLIDE,
1556,AP/DV/82P/13/2022/LS-148,Arunachal Pradesh,East Siang,Anini-Etalin slide,"Anini-Etalin road section, NH- 313",28.175659,95.470804,DEBRIS,SLIDE,
1557,AR/US/82P04/2022/104,Arunachal Pradesh,Upper Siang,,,28.178861,95.228056,DEBRIS,SLIDE,
1558,AP/DV/82P/13/2022/LS-150,Arunachal Pradesh,East Siang,Anini-Etalin slide,Anini-Etalin road section,28.179262,95.477068,DEBRIS,SLIDE,
1559,AR/US/82P04/2022/012,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 5,NH-513,28.181139,95.225944,ROCK,SLIDE,
1560,AP/LDV/82P11/2022/LS68,Arunachal Pradesh,East Siang,LS-68,NH-13,28.181365,95.470102,ROCK,WEDGE FAILURE,
1561,AP/LDV/82P11/2022/LS69,Arunachal Pradesh,East Siang,LS-69,"NH-13, near bridge",28.181834,95.469828,DEBRIS,SLIDE,
1562,AR/ANJ/91D12/2014/05,Arunachal Pradesh,Anjaw,,HMC road,28.18439,96.53453,DEBRIS,SLIDE,2013
1563,AR/ANJ/91D12/2014/43,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.18525,96.53256,DEBRIS,SLIDE,2012
1564,AP/LDV/82P11/2022/LS70,Arunachal Pradesh,East Siang,LS-70,NH-13,28.186582,95.471126,ROCK,WEDGE FAILURE,
1565,AR/US/82P04/2022/015,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 6,NH-13 (Pasighat-Yingkiong road),28.1915,95.225917,DEBRIS,SLIDE,
1566,AR/WSI/82L12/2021/15,Arunachal Pradesh,West Siang,Aalo-kaying Road Highway slide,Aalo-Kaying Highway,28.192217,94.713927,ROCK_CUM_DEBRIS,SLIDE,
1567,AR/S/82P04/2022/030,Arunachal Pradesh,Siang,South of Jeru Slide 2,NH-13,28.192444,94.984917,DEBRIS,SLIDE,
1568,AP/LDV/82P16/20212/1,Arunachal Pradesh,Lower Dibang Valley,From Roing 12.4 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.192581,95.804085,ROCK,SLIDE,
1569,AP/LDV/82P16/2022/64,Arunachal Pradesh,Lower Dibang Valley,From Roing 12.6 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.193864,95.805469,DEBRIS,SLIDE,
1570,AR/US/82P04/2022/105,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 18,NH-513,28.1945,95.227917,DEBRIS,SLIDE,
1571,AP/LDV/82P16/2022/65,Arunachal Pradesh,Lower Dibang Valley,From Roing 13 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.194651,95.807085,DEBRIS,SLIDE,
1572,AR/ANJ/91D12/2014/04,Arunachal Pradesh,Anjaw,Metenliang 2.5 km slide,HMC road,28.19597,96.53733,DEBRIS,SLIDE,2013
1573,AP/LDV/82P16/2022/73,Arunachal Pradesh,Lower Dibang Valley,From Roing 14.3 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.198018,95.810448,ROCK,SLIDE,
1574,AR/US/82P04/2022/106,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 19,NH-513,28.199389,95.230278,DEBRIS,SLIDE,
1575,AP/LDV/82P16/2022/66,Arunachal Pradesh,Lower Dibang Valley,From Roing 14.7 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.199873,95.811883,ROCK,SLIDE,
1576,AP/LDV/82P16/2022/7,Arunachal Pradesh,Lower Dibang Valley,From Roing 15.4 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.201838,95.812004,ROCK,SLIDE,
1577,AR/WS/82L16/2022/078,Arunachal Pradesh,West Siang,Jomlo-Mongku Slide 1,NH-13,28.202667,94.828417,DEBRIS,SLIDE,
1578,AP/LDV/82P16/2022/6,Arunachal Pradesh,Lower Dibang Valley,From Roing 15.3 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.202844,95.811201,ROCK,SLIDE,
1579,AP/LDV/82P16/2022/5,Arunachal Pradesh,Lower Dibang Valley,From Roing 15.6 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.205003,95.813193,ROCK,SLIDE,
1580,AP/LDV/82P16/2022/3,Arunachal Pradesh,Lower Dibang Valley,From Roing 16 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.20737,95.81005,ROCK,SLIDE,
1581,AP/LDV/82P16/2022/4 AP/LDV/82P16/2021/LS4,Arunachal Pradesh,Lower Dibang Valley,From Roing 16.1 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.207699,95.809197,ROCK,FALL,
1582,AP/LDV/82P16/20/2,Arunachal Pradesh,Lower Dibang Valley,From Roing 16.3 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.207796,95.807742,ROCK,SLIDE,
1583,AR/WS/82L16/2022/079,Arunachal Pradesh,West Siang,Jomlo-Mongku Slide 2,NH-13,28.208389,94.830667,DEBRIS,SLIDE,
1584,AR/ANJ/91D12/2014/42,Arunachal Pradesh,Anjaw,Metengliang slide,H. M. C. Road,28.20867,96.53222,DEBRIS,SLIDE,2013
1585,AP/LDV/82P16/2022/51,Arunachal Pradesh,Lower Dibang Valley,From Roing 17.5 kms along NH-313 towards Hunli,Newly connstruct15ing Roing- Hunli/ Anini road NH-313,28.209018,95.80348,DEBRIS,SLIDE,
1586,AP/LDV/82P16/2022/72,Arunachal Pradesh,Lower Dibang Valley,From Roing 16.57 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.209062,95.806755,ROCK,SLIDE,
1587,AP/LDV/82P16/2022/62,Arunachal Pradesh,Lower Dibang Valley,From Roing 18.23 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.212211,95.801273,ROCK,SLIDE,
1588,AP/LDV/82P16/2022/63,Arunachal Pradesh,Lower Dibang Valley,From Roing 18 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.212275,95.802589,DEBRIS,SLIDE,
1589,AP/LDV/82P16/2022/71,Arunachal Pradesh,Lower Dibang Valley,From Roing 17.95 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.21267,95.803194,DEBRIS,SLIDE,
1590,AR/US/82P04/2022/107,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 20,NH-513,28.213028,95.232528,DEBRIS,SLIDE,
1591,AR/ANJ/91D12/2014/27,Arunachal Pradesh,Anjaw,Bamlan Slide,HMC road,28.21483,96.53911,DEBRIS,SLIDE,2013
1592,AP/LDV/82P16/2022/61,Arunachal Pradesh,Lower Dibang Valley,From Roing 18.6 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.215014,95.799764,ROCK,SLIDE,
1593,AP/LDV/82P16/2022/57,Arunachal Pradesh,Lower Dibang Valley,From Roing 19.5 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.215206,95.793704,DEBRIS,SLIDE,
1594,AP/LDV/82P16/2022/69,Arunachal Pradesh,Lower Dibang Valley,From Roing 19.4 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.215862,95.795227,DEBRIS,SLIDE,
1595,AP/LDV/82P16/2022/70,Arunachal Pradesh,Lower Dibang Valley,From Roing 18.7 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.215926,95.799557,ROCK,SLIDE,
1596,AP/LDV/82P16/2022/60,Arunachal Pradesh,Lower Dibang Valley,From Roing 19 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.216253,95.796393,DEBRIS,SLIDE,
1597,AP/LDV/82P16/2022/58,Arunachal Pradesh,Lower Dibang Valley,From Roing 20.1 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.216997,95.790585,DEBRIS,SLIDE,
1598,AP/LDV/82P16/2022/55,Arunachal Pradesh,Lower Dibang Valley,From Roing 20.2 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.217204,95.789599,DEBRIS,SLIDE,
1599,AP/LDV/82P16/2022/59,Arunachal Pradesh,Lower Dibang Valley,From Roing 19.87 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.217543,95.792489,DEBRIS,SLIDE,
1600,AP/LDV/82P16/2022/56,Arunachal Pradesh,Lower Dibang Valley,From Roing 19.8 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.217595,95.793032,DEBRIS,SLIDE,
1601,AP/LDV/82P16/2022/68,Arunachal Pradesh,Lower Dibang Valley,From Roing 19.7 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.218539,95.794022,ROCK,SLIDE,
1602,AP/LDV/82P16/2022/54,Arunachal Pradesh,Lower Dibang Valley,From Roing 20.5 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.21909,95.791084,ROCK,SLIDE,
1603,AP/LDV/82P16/2022/67,Arunachal Pradesh,Lower Dibang Valley,From Roing 20.8 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.219976,95.799065,DEBRIS,SLIDE,
1604,AR/ANJ/91D12/2014/14,Arunachal Pradesh,Anjaw,32.4 km Slide,HMC road,28.22328,96.55303,ROCK,SLIDE,2013
1605,AR/ANJ/91D12/2014/28,Arunachal Pradesh,Anjaw,29.9 km Slide,HMC road,28.22381,96.53644,ROCK,SLIDE,2013
1606,AP/LDV/82P16/2022/38,Arunachal Pradesh,Lower Dibang Valley,From Roing 27.1 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.223825,95.829105,DEBRIS,SLIDE,
1607,AR/ANJ/91D12/2014/09,Arunachal Pradesh,Anjaw,33.3 km slide,HMC road,28.22408,96.55872,ROCK,SLIDE,2013
1608,AR/WS/82L16/2022/081,Arunachal Pradesh,West Siang,Damda-Debuk Slide 1,NH-13,28.225583,94.889167,DEBRIS,SLIDE,
1609,AR/WS/82L16/2022/082,Arunachal Pradesh,West Siang,Damda-Debuk Slide 2,NH-13,28.226722,94.895611,SOIL,SLIDE,
1610,AR/S/82P04/2022/031,Arunachal Pradesh,Siang,South of Jeru Slide 3,NH-13,28.22675,94.225111,DEBRIS,SLIDE,
1611,AP/LDV/82P16/2022/53,Arunachal Pradesh,Lower Dibang Valley,From Roing 21.8 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.227703,95.781369,DEBRIS,SLIDE,
1612,AP/ES/82P12/2022/76,Arunachal Pradesh,East Siang,From Bomjir 17.6 kms along NH-13 towards Pasighat,NH-313 (Roing-Pasighat road),28.227891,95.541082,DEBRIS,SLIDE,
1613,AR/ANJ/91D12/2014/41,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.22797,96.54606,DEBRIS,SLIDE,2013
1614,AR/WS/82L16/2022/083,Arunachal Pradesh,West Siang,Damda-Debuk Slide 3,NH-13,28.228528,94.904278,SOIL,SLIDE,
1615,AP/LDV/82P16/2022/50,Arunachal Pradesh,Lower Dibang Valley,From Roing 22 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.229114,95.780019,DEBRIS,SLIDE,
1616,AP/LDV/82P16/2022/52,Arunachal Pradesh,Lower Dibang Valley,From Roing 22.17 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.229809,95.779855,DEBRIS,SLIDE,
1617,AR/ANJ/91D12/2014/40,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.23153,96.54272,DEBRIS,SLIDE,2013
1618,AR/WS/82L16/2022/084,Arunachal Pradesh,West Siang,Damda-Debuk Slide 4,NH-13,28.232472,94.914889,SOIL,SLIDE,
1619,AP/LDV/82P16/2022/49,Arunachal Pradesh,Lower Dibang Valley,From Roing 22.9 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.234199,95.777037,DEBRIS,SLIDE,
1620,AR/WS/82L16/2022/087,Arunachal Pradesh,West Siang,Koreng-Aalo road Slide 3,NH-13,28.234833,94.972278,ROCK,SLIDE,
1621,AR/WS/82L16/2022/085,Arunachal Pradesh,West Siang,Koreng-Aalo road Slide 1,NH-13,28.235361,94.933333,SOIL,SLIDE,
1622,AP/LDV/82P16/2022/48,Arunachal Pradesh,Lower Dibang Valley,From Roing 23.3 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.237008,95.776204,DEBRIS,SLIDE,
1623,AR/WS/82L16/2022/086,Arunachal Pradesh,West Siang,Koreng-Aalo road Slide 2,NH-13,28.237361,94.954808,DEBRIS,SLIDE,
1624,AP/LDV/82P16/2022/32,Arunachal Pradesh,Lower Dibang Valley,From Roing 46.8 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.237425,95.897823,ROCK,SLIDE,
1625,AP/ES/82P12/2022/79,Arunachal Pradesh,East Siang,From Bomjir 16 kms along NH-13 towards Pasighat,NH-313 (Roing-Pasighat road),28.237716,95.535611,DEBRIS,SLIDE,
1626,AP/LDV/82P16/2022/47,Arunachal Pradesh,Lower Dibang Valley,From Roing 23.5 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.238144,95.774758,DEBRIS,SLIDE,
1627,AP/LDV/82P16/2022/33,Arunachal Pradesh,Lower Dibang Valley,IHO Viewpoint landslide. From Roing 46.3 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.238615,95.893348,DEBRIS,SLIDE,
1628,AP/LDV/82P16/2022/34,Arunachal Pradesh,Lower Dibang Valley,IHO Viewpoint landslide. From Roing 46.2 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.238692,95.892681,DEBRIS,SLIDE,
1629,AP/LDV/82P16/2022/39,Arunachal Pradesh,Lower Dibang Valley,From Roing 23.7 kms along NH-313 towards Hunli,Newly connstructing Roing- Hunli/ Anini road NH-313,28.239482,95.774559,ROCK,SLIDE,
