serial_no,slide_id,state,district,slide_name,road_location,latitude,longitude,material,movement_type,history
18621,MN/NON/83H05/2018/49,Manipur,Noney,,Rengpang,24.776028,93.457083,Debris,Slide,
18622,MN/NON/83H05/2018/47,Manipur,Noney,,Rengpang,24.776583,93.456056,Debris,Slide,
18623,MN/KAM/83L09/2017/50,Manipur,Kamjong,,Movailop,24.776694,94.599472,Debris,Slide,
18624,MN/KAM/83L09/2017/49,Manipur,Kamjong,,Movailop,24.777306,94.601889,Soil,Slide,
18625,MN/KAM/83L09/2017/48,Manipur,Kamjong,,Movailop,24.777333,94.602278,Soil,Slide,
18626,MN/KAN/83H13/2018/19,Manipur,Kangpokpi,,Longa koireng,24.777667,93.782806,Rock,Slide,
18627,MN/KAN/83H13/2018/1,Manipur,Kangpokpi,,Longa koireng,24.778778,93.782778,Soil,Slide,
18628,MN/KAN/83H13/2018/12,Manipur,Kangpokpi,,Longa koireng,24.77925,93.781,Rock cum debris,Slide,
18629,MN/NON/83H09/2018/43,Manipur,Noney,,NH-37 Tupul village,24.779889,93.663889,Debris,Creep,
18630,MN/KAN/83H13/2018/2,Manipur,Kangpokpi,,Longa koireng,24.782139,93.777611,Soil,Slide,
18631,MN/TAM/83H01/2018/52,Manipur,Tamenglong,Old Kaiphundi4,NH53,24.7825,93.19944,Debris,Slide,
18632,MN/KAN/83H13/2018/3,Manipur,Kangpokpi,,Longa koireng,24.783194,93.774694,Soil,Slide,
18633,MN/NON/83H05/2018/45,Manipur,Noney,,Rengpang,24.783806,93.455556,Rock,Fall,
18634,MN/KAN/83H13/2018/4,Manipur,Kangpokpi,,Longa koireng,24.784556,93.777972,Soil,Slide,
18635,MN/NON/83H05/2018/43,Manipur,Noney,,Rengpang,24.784611,93.462278,Debris,Slide,
18636,MN/NON/83H09/2018/44,Manipur,Noney,,Tupul-Charai Chakatlong highway,24.784611,93.659528,Debris,Subsidence,
18637,MN/NON/83H09/2018/51,Manipur,Noney,,NH-37,24.785889,93.736861,Debris,Slide,
18638,MN/NON/83H09/2018/46,Manipur,Noney,,NH-37,24.78725,93.696694,Debris,Slide,
18639,MN/NON/83H09/2018/4,Manipur,Noney,,NH37,24.787667,93.666667,Debris,Slide,
18640,MN/KAN/83H13/2018/6,Manipur,Kangpokpi,,Longa koireng,24.788639,93.772167,Rock,Slide,
18641,MN/NON/83H05/2018/83,Manipur,Noney,,Thingou,24.788889,93.441889,Debris,Slide,
18642,MN/KAN/83H13/2018/5,Manipur,Kangpokpi,,Longa koireng,24.7895,93.774222,Soil,Slide,
18643,MN/NON/83H05/2018/44,Manipur,Noney,,Rengpang,24.789917,93.459806,Soil,Slide,
18644,MN/NON/83H09/2018/54,Manipur,Noney,,Tupul-Charai Chakatlong highway,24.790386,93.657044,Debris,Slide,
18645,MN/NON/83H09/2018/6,Manipur,Noney,,NH37,24.791389,93.735417,Debris,Slide,2018
18646,MAN/TAM/83H09/2009-10/MN- 1,Manipur,Tamenglong,Tupul Slide,"Tupul (Along NH-53, Juncture of Tupul & Ijai Rivers)",24.792333,93.658222,Debris,Slide,10 June 2010
18647,MN/NON/83H09/2018/3,Manipur,Noney,,NH37,24.794722,93.655778,Debris,Slide,2018
18648,MN/NON/83H09/2018/7,Manipur,Noney,,NH37,24.7955,93.736056,Rock,Fall,
18649,MN/TAM/83H01/2018/48,Manipur,Tamenglong,Gularthal_2,NH54,24.795814,93.230263,Debris,Slide,
18650,MN/NON/83H09/2018/50,Manipur,Noney,,Data taken from NH-37,24.796319,93.737025,Debris,Slide,
18651,MN/KAM/83L05/2018/6,Manipur,Kamjong,,1.5 km W of Tusom Village,24.796417,94.398786,Debris,Slide,
18652,MN/KAM/83L05/2018/9,Manipur,Kamjong,,0.4 km W of Tusom Village,24.796722,94.40925,Rock,Slide,
18653,MN/NON/83H09/2018/52,Manipur,Noney,,NH-37,24.796944,93.737583,Debris,Slide,
18654,MN/KAM/83L05/2018/8,Manipur,Kamjong,,0.5 km W of Tusom Village,24.797,94.409028,Debris,Slide,
18655,MN/NON/83H09/2018/8,Manipur,Noney,,NH37,24.797278,93.737778,Debris,Slide,
18656,MN/TAM/83H01/2018/51,Manipur,Tamenglong,Old Kaiphundi3,NH53,24.797951,93.214998,Debris,Slide,
18657,MN/NON/83H09/2018/9,Manipur,Noney,,NH37,24.798,93.736,Debris,Slide,
18658,MN/NON/83H10/2018/72,Manipur,Noney,,"NH_37A, Imphal-Khoupum highway. 280 m above the NH- 37.",24.798028,93.735972,Debris,Slide,
18659,MN/NON/83H09/2018/75,Manipur,Noney,,Below NH-37,24.798042,93.722439,Debris,Slide,
18660,MN/KAM/83L05/2018/7,Manipur,Kamjong,,1 km W of Tusom Village,24.798077,94.406137,Rock,Slide,
18661,MN/NON/83H09/2018/5,Manipur,Noney,,NH37,24.79825,93.724083,Debris,Slide,
18662,MN/TAM/83H05/2018/90,Manipur,Tamenglong,,Longjon,24.798278,93.394306,Soil,Slide,
18663,MN/NON/83H09/2018/2,Manipur,Noney,,NH37,24.798333,93.655056,Debris,Slide,
18664,MN/TAM/83H01/2018/50,Manipur,Tamenglong,Old Kaiphundi2,NH53,24.79847,93.21583,Debris,Slide,
18665,MN/NON/83H05/2018/42,Manipur,Noney,,Rengpang,24.798806,93.464667,Debris,Slide,
18666,MN/NON/83H05/2018/82,Manipur,Noney,,Thingou,24.799333,93.435417,Debris,Slide,
18667,MN/NON/83H09/2018/49,Manipur,Noney,,NH-37,24.799689,93.706336,Debris,Slide,
18668,MN/NON/83H05/2018/40,Manipur,Noney,,Khongsang,24.8,93.472222,Debris,Slide,
18669,MN/NON/83H09/2018/53,Manipur,Noney,,Data taken from NH-37,24.800125,93.700025,Debris,Slide,
18670,MN/NON/83H09/2018/66,Manipur,Noney,,Noney to Marangching road,24.800556,93.674222,Rock,Slide,
18671,MN/NON/83H09/2018/47,Manipur,Noney,,NH-37,24.800778,93.702611,Debris,Slide,
18672,MN/NON/83H09/2018/1,Manipur,Noney,,NH 37,24.801111,93.653111,Debris,Slide,
18673,MN/NON/83H05/2018/39,Manipur,Noney,,Khongsang,24.801389,93.469444,Debris,Slide,
18674,MN/NON/83H10/2018/71,Manipur,Noney,,"NH_37, Imphal-Jiribum highway. 30 m North of LS 51",24.801681,93.736408,Debris,Slide,
18675,MN/NON/83H09/2018/48,Manipur,Noney,,Data taken from NH-37,24.802417,93.699175,Debris,Slide,
18676,MN/NON/83H05/2018/41,Manipur,Noney,,Khongsang,24.804167,93.471667,Debris,Slide,
18677,MN/NON/83H09/2018/10,Manipur,Noney,,NH37,24.80425,93.732861,Debris,Slide,
18678,MN/TAM/83H01/2018/57,Manipur,Tamenglong,New Kaiphundai,NH53,24.804448,93.235711,Debris,Slide,
18679,MN/NON/83H10/2018/70,Manipur,Noney,,"NH_37, Imphal-Jiribum highway. 470 m SSE of the paleaoslide LS 149",24.804586,93.655719,Debris,Slide,
18680,MN/TAM/83H01/2018/47,Manipur,Tamenglong,Gularthal_1,NH53,24.805138,93.23716,Debris,Slide,
18681,MN/KAM/83L05/2018/37,Manipur,Kamjong,,N of Phungyar Village,24.805342,94.322356,Debris,Slide,
18682,MN/TAM/83H01/2018/46,Manipur,Tamenglong,Makru 3,NH53,24.80592,93.23789,Debris,Slide,
18683,MN/NON/83H10/2018/73,Manipur,Noney,,"Kotlen, NH_37A, Imphal- Khoupum highway.",24.806064,93.735478,Debris,Slide,
18684,MN/KAM/83L05/2018/5,Manipur,Kamjong,,3.5 km NE of Phungyar Village,24.806278,94.377056,Debris,Slide,
18685,MN/KAM/83L09/2017/7,Manipur,Kamjong,,Kamjong,24.806417,94.505778,Debris,Slide,
18686,MN/TAM/83H05/2018/91,Manipur,Tamenglong,,Longjon,24.806806,93.404806,Debris,Slide,
18687,MN/TAM/83H01/2018/44,Manipur,Tamenglong,Makru_1,NH53,24.80831,93.24264,Rock cum debris,Slide,
18688,MN/NON/83H09/2018/74,Manipur,Noney,,Below NH-37,24.808611,93.729078,Debris,Slide,
18689,MN/NON/83H10/2018/69,Manipur,Noney,,"Data taken from NH_37, Imphal- Jiribum highway. Opposite Nandumjang village.",24.808619,93.651094,Debris,Slide,
18690,MN/NON/83H09/2018/11,Manipur,Noney,,NH37,24.808639,93.735722,Debris,Slide,
18691,MN/KAM/83L05/2018/4,Manipur,Kamjong,,0.5 km NE of Phungyar Village,24.808874,94.368466,Debris,Slide,
18692,MN/NON/83H09/2018/12,Manipur,Noney,,NH37,24.809917,93.736111,Debris,Slide,
18693,MN/NON/83H05/2018/81,Manipur,Noney,,Thingou,24.811139,93.417,Debris,Slide,
18694,MN/KAM/83L06/2018/26,Manipur,Kamjong,,0.5 km S of Phungyar Village,24.811301,94.355581,Debris,Slide,
18695,MN/NON/83H05/2018/79,Manipur,Noney,,Thingou,24.811333,93.42275,Debris,Slide,
18696,MN/KAM/83L05/2018/10,Manipur,Kamjong,,0.2 km S of Phungyar Village,24.812017,94.356051,Debris,Subsidence,
18697,MN/NON/83H05/2018/76,Manipur,Noney,,Thingou,24.812083,93.433917,Debris,Slide,
18698,MN/NON/83H05/2018/80,Manipur,Noney,,Thingou,24.812167,93.423,Debris,Slide,
18699,MN/KAM/83L09/2017/51,Manipur,Kamjong,,Lakhan,24.812611,94.581278,Debris,Slide,
18700,MAN/TAM/83H09/2009-10/MN- 5,Manipur,Tamenglong,Awangkhul slide,NH-53 (Imphal-Jiribam ),24.8133,93.5472,Debris,,1st week of June 2010
18701,MN/TGPL/83L03/2018/009,Manipur,Tengnoupal,Lokchao Landslide,Lokchao village,24.813306,93.243417,Rock,Slide,2 August 2018
18702,MN/TMLG/83H1/2016/01,Manipur,Tamenglong,Makru landslide,Imphal-Silchar highway (NH-37),24.813889,93.245222,Debris,Slide,2016 July
18703,MN/KAM/83L09/2017/45,Manipur,Kamjong,,Kongkan,24.81425,94.552028,Debris,Slide,
18704,MN/NON/83H05/2018/78,Manipur,Noney,,Thingou,24.814333,93.428306,Debris,Slide,
18705,MN/KAM/83L05/2018/38,Manipur,Kamjong,,N of Phungyar Village,24.814386,94.32344,Debris,Slide,
18706,MN/TAM/83H01/2018/45,Manipur,Tamenglong,Makru2,NH53,24.8145,93.246,Debris,Slide,
18707,MN/KAM/83L09/2017/46,Manipur,Kamjong,,Kongkan,24.814778,94.549639,Soil,Slide,
18708,MN/NON/83H05/2018/74,Manipur,Noney,,Sangrung,24.815361,93.441528,Debris,Slide,
18709,MN/KAM/83L09/2017/52,Manipur,Kamjong,,Lakhan,24.8155,94.572222,Soil,Slide,
18710,MN/NON/83H05/2018/75,Manipur,Noney,,Sangrung,24.815528,93.43725,Debris,Slide,
18711,MN/NON/83H09/2018/45,Manipur,Noney,,,24.815617,93.686672,Soil,Slide,
18712,MN/NON/83H09/2018/13,Manipur,Noney,,NH37,24.815833,93.740194,Debris,Slide,
18713,MN/NON/83H05/2018/77,Manipur,Noney,,Thingou,24.816111,93.443917,Debris,Slide,
18714,MN/NON/83H09/2018/38,Manipur,Noney,,NH-37,24.816242,93.523119,Debris,Slide,
18715,MN/KAM/83L09/2017/47,Manipur,Kamjong,,Kongkan,24.817028,94.534528,Debris,Slide,
18716,MAN/TAM/83H09/2007/C-1,Manipur,Tamenglong,Khongsong slide,,24.81722,93.51722,,,16 June 2007
18717,MAN/TAM/83H09/2009-10/MN- 4A,Manipur,Tamenglong,Awangkhul slide,NH-53 (Imphal-Jiribam ),24.8175,93.54908,,,1st week of June 2010
18718,MAN/TAM/83H09/2007/C-13,Manipur,Tamenglong,Taobam landslide,,24.81778,93.51583,Debris,Slide,10 September 2007
18719,MN/NON/83H09/2018/80,Manipur,Noney,,Maranching to Noney highway,24.817939,93.688678,Debris,Slide,
18720,MN/KAM/83L09/2017/6,Manipur,Kamjong,,Kamjong,24.817944,94.504472,Debris,Subsidence,
18721,MN/NON/83H06/2018/8,Manipur,Noney,,Sangrung,24.818,93.45,Debris,Slide,
18722,MAN/TAM/83H09/2009-10/MN- 3,Manipur,Tamenglong,Awangkhul slide,NH-53 (Imphal-Jiribam ),24.81867,93.54819,,Slide,1st week of June 2010
18723,MN/KAM/83L05/2018/34,Manipur,Kamjong,,1 km N of Phungyar Village,24.818713,94.355182,Debris,Slide,
18724,MN/NON/83H09/2018/79,Manipur,Noney,,Maranching to Noney highway,24.818936,93.688939,Debris,Slide,
18725,MN/KAM/83L05/2018/36,Manipur,Kamjong,,1.5 km N of Phungyar Village,24.819694,94.352611,Debris,Slide,
18726,MN/NON/83H05/2018/18,Manipur,Noney,,Khongsang,24.819722,93.459972,Soil,Slide,
18727,MN/NON/83H09/2018/39,Manipur,Noney,,Data taken from NH-37,24.819975,93.576653,Debris,Slide,
18728,MN/WEI/83H13/2020/4,Manipur,West Imphal,,"Meitei Langol, West Imphal",24.82,93.89,Debris,Slide,
18729,MN/KAM/83L05/2018/35,Manipur,Kamjong,,1.2 km N of Phungyar Village,24.820222,94.352889,Rock,Slide,
18730,MAN/KAN/83K04/2017/01,Manipur,Kangpokpi,Maphou Kuki landslide,Maphou Kuki village road to the east of Sirarakhong Mapithelal Dam.,24.82058,94.137,Rock,Subsidence,May-2016 & 31 May 2017
18731,MN/NON/83H09/2018/35,Manipur,Noney,,NH-37,24.820667,93.525444,Debris,Slide,
18732,MN/NON/83H09/2018/40,Manipur,Noney,,Data taken from NH-37,24.820728,93.575906,Debris,Slide,
18733,MN/KAM/83L09/2017/5,Manipur,Kamjong,,Kamjong,24.820833,94.504167,Debris,Slide,
18734,MN/KAM/83L09/2017/4,Manipur,Kamjong,,Kamjong,24.821028,94.50425,Debris,Slide,
18735,MN/NON/83H09/2018/77,Manipur,Noney,,Kharam to Noney road,24.822953,93.710756,Debris,Slide,
18736,MN/KAM/83L05/2018/64,Manipur,Kamjong,,Alang Village,24.823283,94.322722,Rock,Slide,
18737,MN/KAM/83L05/2018/11,Manipur,Kamjong,,1 km E of Phungyar Village,24.823296,94.358767,Debris,Slide,
18738,MAN/TAM/83H09/2009-10/MN- 6,Manipur,Tamenglong,Awangkhul slide,NH-53 (Imphal-Jiribam ),24.82375,93.523861,Rock cum Debris,,1st week of June 2010
18739,MN/NON/83H05/2018/38,Manipur,Noney,,Khongsang,24.824111,93.474139,Debris,Slide,
18740,MN/KAM/83L05/2018/65,Manipur,Kamjong,,"Alang Village, near Primary School",24.824278,94.322472,Debris,Slide,
18741,MN/NON/83H05/2018/37,Manipur,Noney,,Khongsang,24.824611,93.476528,Debris,Slide,
18742,MN/KAM/83L05/2018/39,Manipur,Kamjong,,3 km N of Phungyar Village,24.825889,94.348861,Debris,Slide,
18743,MN/KAM/83L09/2017/3,Manipur,Kamjong,,Kamjong,24.826361,94.5255,Debris,Slide,
18744,MN/NON/83H05/2018/19,Manipur,Noney,,Khongsang,24.826694,93.467944,Soil,Slide,
18745,MN/NON/83H05/2018/35,Manipur,Noney,,Khongsang,24.827,93.478472,Debris,Slide,
18746,MN/NON/83H05/2018/36,Manipur,Noney,,Khongsang,24.827778,93.479167,Debris,Slide,
18747,MN/NON/83H09/2018/78,Manipur,Noney,,Kharam to Noney road,24.829225,93.720472,Soil,Slide,
18748,MN/NON/83H09/2018/37,Manipur,Noney,,NH-37,24.829333,93.507056,Debris,Slide,
18749,MN/WEI/83H13/2020/2,Manipur,West Imphal,,"Langol area, West Imphal",24.83,93.9,Debris,Slide,2014
18750,MN/WEI/83H13/2020/5,Manipur,West Imphal,,Lamshang-Chingkhulong road,24.83,93.88,Rock,Slide,
18751,MN/KAM/83L05/2018/12,Manipur,Kamjong,,2 km E of Phungyar Village,24.830202,94.357821,Debris,Slide,
18752,MN/NON/83H05/2018/20,Manipur,Noney,,Khongsang,24.83025,93.466972,Debris,Slide,
18753,MN/KAM/83L05/2018/60,Manipur,Kamjong,,2 km NE of Alang Village,24.831028,94.334833,Rock,Slide,
18754,MN/KAM/83L05/2018/61,Manipur,Kamjong,,1.8 km NE of Alang Village,24.831167,94.334111,Rock,Fall,
18755,MN/KAM/83L05/2018/40,Manipur,Kamjong,,3.5 km N of Phungyar Village,24.83125,94.339194,Debris,Slide,
18756,MN/KAM/83L05/2018/63,Manipur,Kamjong,,1.3 km NE of Alang Village,24.831526,94.32757,Debris,Slide,
18757,MN/NON/83H09/2018/36,Manipur,Noney,,NH-37,24.831719,93.514025,Debris,Slide,
18758,MN/KAM/83L05/2018/59,Manipur,Kamjong,,3 km N of Sadhok Village,24.831859,94.335718,Debris,Slide,
18759,MAN/TAM/83H05/2008/C-19,Manipur,Tamenglong,Tamenglong-Khongsang road-2 slide,,24.83278,93.46333,Debris,Slide,1 July 2008
18760,MN/KAM/83L05/2018/62,Manipur,Kamjong,,1.5 km NE of Alang Village,24.832817,94.330448,Rock,Fall,
18761,MN/KAM/83L05/2018/31,Manipur,Kamjong,,4.2 km SE of Khuntak Awang Village,24.833278,94.349639,Debris,Slide,
18762,MN/UKH/83L01/2018/42,Manipur,Ukhrul,,T.Hungdung,24.833889,94.220167,Rock cum debris,Slide,
18763,MN/KAM/83L05/2018/32,Manipur,Kamjong,,4.4 km SE of Khuntak Awang Village,24.833889,94.346417,Rock,Slide,
18764,MN/IMP/83L01/2018/51,Manipur,Imphal East,,Nongdam,24.833944,94.08125,Rock,Slide,
18765,MN/NON/83H09/2018/65,Manipur,Noney,,Noney to Marangching road,24.834028,93.644,Rock,Slide,
18766,MN/NON/83H09/2018/41,Manipur,Noney,,Data taken from NH-37,24.834069,93.578039,Debris,Slide,
18767,MN/KAM/83L05/2018/30,Manipur,Kamjong,,3.9 km SE of Khuntak Awang Village,24.834083,94.353028,Debris,Slide,
18768,MN/NON/83H09/2018/76,Manipur,Noney,,Kharam to Noney road,24.834386,93.715025,Debris,Slide,
18769,MN/NON/83H05/2018/21,Manipur,Noney,,Khongsang,24.834694,93.459167,Debris,Slide,
18770,MN/NON/83H05/2018/22,Manipur,Noney,,Khongsang,24.834917,93.459083,Debris,Slide,
18771,MN/KAM/83L05/2018/13,Manipur,Kamjong,,3 km E of Phungyar Village,24.834921,94.365211,Debris,Slide,
18772,MN/KAM/83L05/2018/43,Manipur,Kamjong,,N of Phungyar Village,24.835145,94.340419,Debris,Slide,
18773,MN/KAM/83L09/2017/2,Manipur,Kamjong,,Kamjong,24.835611,94.519722,Debris,Slide,
18774,MN/TMLG/83H5/2016/02,Manipur,Tamenglong,Khongshang Landslide,Khongshang village,24.836194,93.481992,Debris,Slide,2016 July
18775,MN/NON/83H05/2018/33,Manipur,Noney,,Irang,24.836222,93.482111,Debris,Slide,
18776,MN/NON/83H05/2018/34,Manipur,Noney,,Irang,24.836222,93.482111,Debris,Slide,
18777,MN/KAM/83L05/2018/14,Manipur,Kamjong,,4 km E of Phungyar Village,24.83636,94.37622,Debris,Slide,
18778,MN/KAM/83L05/2018/29,Manipur,Kamjong,,3.8 km SE of Khuntak Awang Village,24.836588,94.354848,Rock,Slide,
18779,MN/NON/83H05/2018/32,Manipur,Noney,,Irang,24.83725,93.494528,Debris,Slide,
18780,MN/KAM/83L05/2018/41,Manipur,Kamjong,,N of Phungyar Village,24.837576,94.337593,Debris,Slide,
18781,MN/KAM/83L05/2018/28,Manipur,Kamjong,,3.7 km SE of Khuntak Awang Village,24.838167,94.357139,Debris,Slide,
18782,MN/KAM/83L05/2018/27,Manipur,Kamjong,,3.6 km SE of Khuntak Awang Village,24.8385,94.357083,Debris,Slide,
18783,MN/KAM/83L05/2018/26,Manipur,Kamjong,,3.5 km SE of Khuntak Awang Village,24.839028,94.357083,Debris,Slide,
18784,MN/UKH/83L01/2018/40,Manipur,Ukhrul,,T.Hungdung,24.839306,94.22575,Rock cum debris,Slide,
18785,MN/UKH/83L01/2018/41,Manipur,Ukhrul,,T.Hungdung,24.839722,94.224944,Soil cum debris,Slide,
18786,MN/WEI/83H13/2020/1,Manipur,West Imphal,,"Langol area, West Imphal",24.84,93.9,Debris,Slide,
18787,MN/WEI/83H13/2020/3,Manipur,West Imphal,,"Langol Lamanai village, West Imphal",24.84,93.91,Rock,Slide,2017
18788,MN/NON/83H05/2018/31,Manipur,Noney,,Irang,24.841472,93.495917,Debris,Slide,
18789,MN/KAM/83L05/2018/15,Manipur,Kamjong,,3.5 km NE of Phungyar Village,24.8415,94.361167,Debris,Slide,
18790,MN/NON/83H05/2018/30,Manipur,Noney,,Irang,24.841611,93.498556,Debris,Slide,
18791,MN/KAM/83L09/2017/1,Manipur,Kamjong,,Kamjong,24.841944,94.512972,Debris,Slide,
18792,MN/NON/83H05/2018/29,Manipur,Noney,,Irang,24.842444,93.499333,Debris,Slide,
18793,MN/KAM/83L05/2018/42,Manipur,Kamjong,,6 km N of Phungyar Village,24.842538,94.325233,Rock,Slide,
18794,MN/KAM/83L05/2018/25,Manipur,Kamjong,,3 km SE of Khuntak Awang Village,24.842778,94.357583,Debris,Slide,
18795,MN/TAM/83H05/2018/100,Manipur,Tamenglong,,Namkaolong,24.842944,93.439972,Soil,Slide,
18796,MN/NON/83H05/2018/27,Manipur,Noney,,Irang,24.845611,93.498778,Debris,Slide,
18797,MN/TAM/83H05/2018/101,Manipur,Tamenglong,,Namkaolong,24.846028,93.43875,Debris,Slide,
18798,MN/KAM/83L05/2018/44,Manipur,Kamjong,,6.5 km N of Phungyar Village,24.846167,94.323778,Debris,Slide,
18799,MN/KAM/83L05/2018/24,Manipur,Kamjong,,Khuntak Awang Village Road,24.847417,94.358028,Debris,Slide,
18800,MN/KAM/83L05/2018/33,Manipur,Kamjong,,SE of Khuntak Awang Village,24.847436,94.325861,Debris,Slide,
18801,MN/KAM/83L05/2018/23,Manipur,Kamjong,,Khuntak Awang Village Road,24.847611,94.357889,Debris,Slide,
18802,MAN/TAM/83H05/2007/C-14,Manipur,Tamenglong,Lamkaolong slide,,24.84833,93.45917,Rock,Fall,12 September 2007
18803,MAN/TAM/83H05/2008/C-17,Manipur,Tamenglong,Tamenglong - Khongsang road slide,,24.84833,93.45917,Debris,Slide,19 June 2008
18804,MN/KAM/83L05/2018/16,Manipur,Kamjong,,0.5 km W of Laushing Village,24.849667,94.365306,Debris,Slide,
18805,MN/NON/83H05/2018/28,Manipur,Noney,,Irang,24.85,93.497583,Debris,Slide,
18806,MN/KAM/83L05/2018/22,Manipur,Kamjong,,2 km E of Laushing Village,24.851194,94.361722,Debris,Slide,
18807,MN/TAM/83H05/2018/25,Manipur,Tamenglong,,Namkailong,24.851722,93.449389,Debris,Slide,
18808,MN/KAM/83L05/2018/19,Manipur,Kamjong,,0.5 km E of Laushing Village,24.851806,94.366083,Debris,Slide,
18809,MN/KAM/83L05/2018/20,Manipur,Kamjong,,0.45 km E of Laushing Village,24.852,94.366303,Rock,Slide,
18810,MN/KAM/83L05/2018/17,Manipur,Kamjong,,Laushing Village,24.852222,94.369333,Debris,Slide,
18811,MN/TAM/83H05/2018/24,Manipur,Tamenglong,,Namkailong,24.85225,93.449639,Debris,Slide,
18812,MN/KAM/83L05/2018/18,Manipur,Kamjong,,Laushing Village,24.853139,94.369875,Debris,Slide,
18813,MN/TAM/83H01/2018/56,Manipur,Tamenglong,Sejang,New Kaiphundai Sejang road.,24.85325,93.2449,Debris,Slide,
18814,MN/NON/83H09/2018/67,Manipur,Noney,,data taken from NH-37,24.854044,93.585331,Debris,Slide,
18815,MN/TAM/83H05/2018/23,Manipur,Tamenglong,,Namkailong,24.8545,93.449036,Debris,Slide,
18816,MN/NON/83H09/2018/33,Manipur,Noney,,NH-37,24.854806,93.573444,Debris,Slide,
18817,Manipur/Noney/83H09/2020/0 01,Manipur,Noney,Longmai Slide,NH-37(Imphal-Jiribam road)/ Longmai,24.85536111,93.62402778,Debris,Slide,"last week of June, 2020."
18818,MN/UKH/83L01/2018/39,Manipur,Ukhrul,,Marou,24.858778,94.233139,Rock cum debris,Slide,
18819,MN/NON/83H09/2018/32,Manipur,Noney,,"NH-37, 310 ABOVE THE ROAD",24.860347,93.572383,Debris,Slide,
18820,MN/NON/83H10/2018/24,Manipur,Noney,,Noney town,24.860639,93.62675,Debris,Slide,
18821,MN/TAM/83H05/2018/10,Manipur,Tamenglong,,NH-137,24.860889,93.463222,Debris,Slide,
18822,MN/NON/83H10/2018/74,Manipur,Noney,,Noney Town,24.861264,93.627742,Debris,Slide,
18823,MAN/TAM/83H09/2009-10/MN- 2,Manipur,Tamenglong,Lukhambi slide,"NH-53(Imphal-Jiribam, 3km from None towards Nungba)",24.862444,93.610639,,Slide,05 June 2010
18824,MN/NON/83H09/2018/31,Manipur,Noney,,NH-37,24.862444,93.598194,Debris,Slide,
18825,Manipur/Noney/83H09/2020/0 02,Manipur,Noney,Khumji Noney Slide,NH-37(Imphal-Jiribam road)/ Noney town,24.86269444,93.62405556,Rock,Slide,"2nd week of July, 2020."
18826,MN/NON/83H09/2018/34,Manipur,Noney,,NH-37,24.862778,93.585333,Debris,Slide,
18827,MN/NON/83H10/2018/23,Manipur,Noney,,"Below NH-37, Noney town",24.862903,93.616397,Debris,Slide,
18828,MN/NON/83H09/2018/42,Manipur,Noney,,NH-37,24.863272,93.574044,Debris,Slide,
18829,MN/NON/83H09/2018/30,Manipur,Noney,,NH-37,24.863414,93.598719,Rock,Fall,
18830,MN/NON/83H09/2018/29,Manipur,Noney,,NH-37,24.86375,93.598917,Debris,Slide,
18831,MN/NON/83H09/2018/56,Manipur,Noney,,"Lukhambi, Noney, NH-37",24.864739,93.625244,Debris,Slide,
18832,MN/KAN/83H13/2018/16,Manipur,Kangpokpi,,Kangchup Ponlen,24.864833,93.772583,Rock cum debris,Slide,
18833,MN/KAN/83H13/2018/15,Manipur,Kangpokpi,,Kangchup Ponlen,24.866972,93.7745,Rock cum debris,Slide,
18834,MN/KAM/83L09/2017/25,Manipur,Kamjong,,Chattrick Kamjong road,24.867139,94.566889,Debris,Slide,
18835,MN/NON/83H09/2018/58,Manipur,Noney,,Data taken from Noney- Haochong road.,24.867694,93.625858,Debris,Subsidence,
18836,MN/UKH/83L01/2018/38,Manipur,Ukhrul,,Marou,24.869028,94.234611,Debris,Slide,
18837,MN/KAN/83H13/2018/9,Manipur,Kangpokpi,,Kangchup Ponlen,24.869889,93.779444,Soil cum debris,Slide,
18838,MN/KAM/83L09/2017/20,Manipur,Kamjong,,Chattrick Kamjong road,24.869917,94.592417,Debris,Slide,
18839,MN/KAM/83L09/2017/23,Manipur,Kamjong,,Chattrick Kamjong road,24.870028,94.588778,Debris,Slide,
18840,MN/KAM/83L09/2017/22,Manipur,Kamjong,,Chattrick Kamjong road,24.8705,94.589944,Debris,Slide,
18841,MN/KAM/83L09/2017/21,Manipur,Kamjong,,Chattrick Kamjong road,24.870806,94.591111,Debris,Slide,
18842,MN/KAN/83H13/2018/8,Manipur,Kangpokpi,,Kangchup Ponlen,24.871361,93.778667,Rock cum debris,Slide,
18843,MN/UKH/83L01/2018/37,Manipur,Ukhrul,,Marou,24.871528,94.234056,Debris,Slide,
18844,MN/KAN/83H13/2018/14,Manipur,Kangpokpi,,Kangchup Ponlen,24.871694,93.776861,Rock cum debris,Slide,
18845,MN/KAN/83H13/2018/7,Manipur,Kangpokpi,,Kangchup Ponlen,24.871861,93.778111,Rock cum debris,Slide,
18846,MN/KAM/83L09/2017/24,Manipur,Kamjong,,Chattrick Kamjong road,24.871889,94.580417,Soil,Slide,
18847,MN/NON/83H09/2018/57,Manipur,Noney,,Data taken from Noney- Haochong road.,24.872153,93.623861,Debris,Slide,
18848,MN/KAN/83H13/2018/13,Manipur,Kangpokpi,,Kangchup Ponlen,24.872917,93.779167,Rock cum debris,Slide,
18849,MN/TAM/83H05/2018/11,Manipur,Tamenglong,,NH-137,24.874222,93.466667,Debris,Slide,
18850,MN/UKH/83L01/2018/36,Manipur,Ukhrul,,Marou,24.8745,94.235833,Debris,Slide,
